Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,Bedroom,Kitchen,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
213,50,RM,58,6480,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0,TA,TA,BrkTil,TA,TA,No,ALQ,390,Unf,0,450,840,GasA,Gd,Y,FuseA,1030,470,0,1500,1,0,1,0,2,1,Gd,6,Typ,0,,Detchd,1926,Unf,2,379,TA,TA,Y,25,0,0,0,0,0,,,,0,8,2007,WD ,Normal,159000
214,160,RM,29,1780,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,CemntBd,CmentBd,BrkFace,236,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,730,730,GasA,TA,Y,SBrkr,790,650,0,1440,0,0,1,1,3,1,TA,7,Typ,0,,,,,0,0,,,N,201,0,0,0,0,0,,,,0,4,2006,WD ,Abnorml,116000
215,45,RM,51,6750,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,5,6,1922,1950,Gable,CompShg,MetalSd,MetalSd,,0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,0,1070,1070,GasA,TA,Y,FuseA,1190,0,0,1190,0,0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1922,Unf,1,280,TA,TA,Y,0,0,116,0,0,0,,,,0,8,2006,WD ,Normal,139000
216,30,RM,46,6350,Pave,,Reg,HLS,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,1924,2003,Gable,CompShg,Wd Sdng,Wd Sdng,,0,TA,Fa,BrkTil,TA,Fa,No,Unf,0,Unf,0,1020,1020,GasA,Ex,Y,SBrkr,1080,0,0,1080,0,0,1,0,2,1,TA,5,Typ,1,Fa,Detchd,1924,Unf,2,370,TA,TA,Y,0,0,48,0,0,0,,,,0,7,2008,WD ,Normal,145000
217,30,RL,92,8980,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,,0,TA,Gd,CBlock,TA,TA,No,BLQ,760,Unf,0,120,880,GasA,TA,Y,SBrkr,920,0,0,920,1,0,1,0,2,1,Fa,4,Typ,0,,Detchd,1945,Unf,1,240,TA,TA,Y,0,0,0,0,0,0,,,,0,8,2009,WD ,Normal,139000
218,160,RM,9,1780,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,5,7,1972,1972,Gable,CompShg,CemntBd,CmentBd,BrkFace,268,TA,TA,CBlock,TA,TA,No,ALQ,260,Unf,0,440,700,GasA,TA,Y,SBrkr,740,790,0,1530,0,0,2,1,3,1,TA,6,Typ,0,,Detchd,1972,Unf,1,264,TA,TA,Y,185,0,0,0,0,0,,,,0,2,2009,WD ,Normal,145000
219,20,RL,80,9720,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,,0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1570,1570,GasA,Ex,Y,SBrkr,1640,0,0,1640,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2008,RFn,3,904,TA,TA,Y,192,142,0,0,0,0,,,,0,6,2009,WD ,Normal,274000
220,50,RM,51,5620,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,6,8,1910,2003,Hip,CompShg,VinylSd,VinylSd,,0,TA,Gd,CBlock,TA,Fa,No,Unf,0,Unf,0,530,530,GasA,Gd,Y,SBrkr,1140,750,0,1890,0,0,1,0,2,1,Gd,5,Typ,0,,Attchd,1950,Unf,1,255,Fa,TA,Y,394,0,0,0,0,0,,,,0,6,2006,WD ,Normal,143000
221,20,RL,77,9970,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2007,2007,Hip,CompShg,CemntBd,CmentBd,Stone,205,Ex,TA,PConc,Ex,TA,No,GLQ,1210,Unf,0,650,1860,GasA,Ex,Y,SBrkr,1910,0,0,1910,1,0,2,0,3,1,Ex,8,Typ,1,Gd,Attchd,2007,Fin,3,786,TA,TA,Y,171,138,0,0,266,0,,,,0,9,2007,New,Partial,351000
222,20,RL,79,10080,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1954,1998,Gable,CompShg,WdShing,Wd Shng,,0,TA,TA,CBlock,TA,TA,Av,BLQ,1030,Unf,0,250,1280,GasA,TA,Y,SBrkr,1320,0,0,1320,1,0,1,0,3,1,TA,5,Typ,0,,Attchd,1954,Fin,1,366,TA,TA,Y,240,0,0,0,0,0,,,,0,6,2010,WD ,Normal,154000
223,20,RL,71,11010,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1979,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,253,TA,TA,CBlock,Gd,TA,No,GLQ,970,Unf,0,400,1370,GasA,Ex,Y,SBrkr,1510,0,0,1510,1,0,2,0,2,1,TA,5,Typ,1,TA,Attchd,1979,RFn,2,478,TA,TA,Y,240,141,0,0,0,0,,,,0,8,2007,WD ,Normal,223000
224,80,RL,,7600,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,6,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,200,TA,TA,CBlock,TA,Gd,Gd,GLQ,860,Unf,0,200,1060,GasA,Fa,Y,SBrkr,1180,0,0,1180,1,0,1,0,3,1,TA,6,Typ,1,Fa,Detchd,1979,Unf,2,616,TA,TA,Y,131,0,0,0,180,0,,GdPrv,,0,7,2006,WD ,Normal,189000
225,60,RL,,9930,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,149,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1380,1380,GasA,Ex,Y,SBrkr,1440,1010,0,2450,0,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2002,RFn,2,647,TA,TA,Y,192,87,0,0,0,0,,,,0,8,2007,WD ,Normal,262000
226,120,RL,17,7720,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2004,2005,Gable,CompShg,CemntBd,CmentBd,,0,Gd,TA,PConc,Ex,TA,Av,GLQ,2100,Unf,0,280,2380,GasA,Ex,Y,SBrkr,2760,0,0,2760,1,0,2,0,1,1,Gd,8,Typ,1,Gd,Attchd,2004,Fin,2,564,TA,TA,Y,182,57,0,0,0,0,,,,0,11,2009,WD ,Normal,418000
227,20,RL,95,12260,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,302,Ex,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1850,1850,GasA,Ex,Y,SBrkr,1920,0,0,1920,0,0,2,0,3,1,Ex,7,Typ,1,Gd,Attchd,2008,RFn,3,834,TA,TA,Y,319,90,0,0,0,0,,,,0,7,2009,WD ,Normal,402000
228,20,RL,112,14500,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,PosA,PosA,1Fam,1Story,10,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,472,Ex,TA,PConc,Ex,TA,Gd,GLQ,2440,Unf,0,380,2820,GasA,Ex,Y,SBrkr,2930,0,0,2930,2,0,2,1,2,1,Ex,8,Typ,2,Gd,Attchd,2007,Fin,3,762,TA,TA,Y,360,50,0,0,0,0,,,,0,3,2009,WD ,Normal,668000
229,80,RL,86,10160,Pave,,Reg,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,6,7,1976,1994,Hip,CompShg,Plywood,Plywood,BrkFace,360,Gd,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,580,580,GasA,Ex,Y,SBrkr,1240,880,0,2120,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1976,RFn,2,512,TA,TA,Y,113,100,0,0,0,0,,,,0,8,2007,WD ,Normal,217000
230,160,RM,46,2820,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,6,1977,1977,Gable,CompShg,CemntBd,CmentBd,,0,TA,TA,PConc,TA,TA,No,ALQ,600,Rec,200,60,860,GasA,Ex,Y,SBrkr,1060,660,0,1720,0,0,2,0,4,1,TA,6,Typ,1,TA,Attchd,1977,RFn,1,336,TA,TA,Y,104,26,0,0,0,0,,,,0,7,2006,WD ,Normal,153000
231,90,RL,88,9790,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,Duplex,1Story,5,5,1973,1973,Gable,CompShg,Plywood,Plywood,BrkFace,564,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1770,1770,GasA,TA,Y,SBrkr,1840,0,0,1840,0,0,2,0,4,2,TA,8,Typ,0,,Detchd,1973,Unf,2,506,TA,TA,Y,0,211,0,0,0,0,,,,0,11,2008,WD ,Normal,162000
232,80,RL,69,10150,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,SLvl,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,442,Gd,TA,PConc,Ex,TA,Av,GLQ,850,Unf,0,110,960,GasA,Ex,Y,SBrkr,1290,0,0,1290,1,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2003,Fin,2,438,TA,TA,Y,160,22,0,0,0,0,,,,0,5,2007,WD ,Normal,218000
233,60,RL,,15920,Pave,,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1996,1996,Gable,CompShg,HdBoard,HdBoard,,0,TA,TA,PConc,Gd,TA,No,Rec,170,Unf,0,840,1010,GasA,Gd,Y,SBrkr,1050,840,0,1890,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1996,Fin,2,386,TA,TA,Y,168,84,0,0,0,0,,,,0,11,2008,WD ,Normal,202000
234,50,RL,69,11640,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,5,1941,1960,Gable,CompShg,Wd Sdng,Wd Sdng,,0,TA,TA,CBlock,TA,TA,No,LwQ,450,BLQ,460,180,1090,GasA,Ex,Y,SBrkr,1120,730,0,1850,0,0,2,0,3,1,TA,6,Min2,0,,Detchd,1977,Unf,2,660,TA,TA,Y,0,68,0,0,0,0,,,,0,7,2009,WD ,Normal,143000
235,50,RL,71,9590,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,5,1939,1950,Gable,CompShg,WdShing,Wd Shng,,0,TA,TA,BrkTil,TA,TA,Mn,Rec,240,Unf,0,400,640,GasA,TA,Y,SBrkr,810,670,0,1480,0,0,1,0,2,1,TA,6,Typ,0,,Detchd,1939,Unf,1,280,TA,TA,P,0,0,0,0,0,0,,MnPrv,,0,10,2009,WD ,Normal,130000
236,80,RL,53,8890,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1996,1997,Gable,CompShg,HdBoard,HdBoard,BrkFace,32,TA,TA,PConc,Gd,TA,No,GLQ,320,Unf,0,130,450,GasA,Gd,Y,SBrkr,1090,780,0,1870,0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1996,Fin,2,390,TA,TA,Y,48,72,0,0,0,0,,,Shed,490,6,2009,WD ,Normal,220000
237,20,RL,43,14970,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,5,5,1996,1997,Gable,CompShg,HdBoard,HdBoard,,0,Gd,TA,PConc,Gd,TA,No,GLQ,500,Unf,0,970,1470,GasA,Gd,Y,SBrkr,1550,0,0,1550,1,0,2,0,3,1,Gd,7,Typ,0,,Attchd,1996,Unf,2,404,TA,TA,Y,0,39,0,0,0,0,,,,0,11,2008,WD ,Normal,208000
238,160,RL,65,13880,Pave,,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,8,5,1994,1994,Gable,CompShg,CemntBd,CmentBd,,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,2200,2200,GasA,Ex,Y,SBrkr,2290,720,0,3010,0,0,2,1,4,1,Gd,9,Typ,0,,Attchd,1994,Fin,2,618,TA,TA,Y,168,12,0,0,0,0,,,,0,12,2006,WD ,Normal,306000
239,20,RL,69,8950,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,266,Gd,TA,PConc,Gd,TA,Mn,GLQ,1020,Unf,0,540,1560,GasA,Ex,Y,SBrkr,1600,0,0,1600,1,0,2,0,3,1,Gd,8,Typ,0,,Attchd,2004,Unf,2,484,TA,TA,Y,139,98,0,0,0,0,,,,0,4,2008,WD ,Normal,242000
240,20,RL,56,7360,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,1971,2004,Gable,CompShg,VinylSd,VinylSd,,0,TA,Gd,CBlock,TA,TA,No,ALQ,520,Unf,0,440,960,GasA,Ex,Y,SBrkr,1000,0,0,1000,0,0,1,0,3,1,TA,5,Typ,0,,Detchd,1971,Unf,1,352,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2010,ConLD,Normal,157000
241,50,RM,69,11430,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1915,1950,Gable,CompShg,MetalSd,MetalSd,,0,TA,Gd,PConc,Fa,TA,No,LwQ,740,Unf,0,0,740,GasA,TA,Y,SBrkr,1100,800,0,1900,1,0,2,0,4,1,TA,7,Typ,0,,Detchd,1961,Unf,1,416,TA,TA,Y,0,0,196,0,0,0,,,Shed,1200,6,2010,WD ,Normal,166000
242,85,RL,157,14970,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,4,5,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,98,TA,TA,CBlock,Gd,TA,Av,ALQ,930,LwQ,280,110,1320,GasA,Gd,Y,SBrkr,1350,0,0,1350,1,0,1,0,3,1,TA,6,Typ,0,,2Types,1964,Fin,3,850,TA,TA,Y,0,119,0,0,171,0,,,,0,11,2008,ConLD,Normal,202000
243,60,RL,60,9250,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,302,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1050,1050,GasA,Ex,Y,SBrkr,1140,1440,0,2580,0,0,2,1,4,1,Gd,8,Typ,1,TA,BuiltIn,1999,Fin,2,429,TA,TA,Y,192,0,0,0,0,0,,,,0,2,2006,WD ,Normal,263000
244,120,RL,40,6750,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2006,2006,Hip,CompShg,MetalSd,MetalSd,BrkFace,572,Ex,TA,PConc,Ex,Gd,No,GLQ,460,Unf,0,1340,1800,GasA,Ex,Y,SBrkr,1850,0,0,1850,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2006,RFn,2,575,TA,TA,Y,228,75,0,0,0,0,,,,0,6,2006,New,Partial,349000
245,20,RL,108,14230,Pave,,IR1,HLS,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,CemntBd,CmentBd,Stone,246,Ex,TA,CBlock,Ex,TA,Gd,GLQ,1880,Unf,0,480,2360,GasA,Ex,Y,SBrkr,2240,0,0,2240,1,0,2,0,3,1,Ex,9,Typ,1,Ex,Attchd,2008,Fin,3,780,TA,TA,Y,90,154,0,0,0,0,,,,0,7,2009,WD ,Normal,455000
246,20,RL,62,8930,Pave,,Reg,HLS,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,5,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,136,TA,TA,CBlock,Gd,TA,No,Rec,670,Unf,0,470,1140,GasA,TA,Y,SBrkr,1180,0,0,1180,0,0,2,0,3,1,TA,5,Typ,0,,,,,0,0,,,Y,0,0,0,0,0,0,,,,0,8,2009,WD ,Normal,150000
247,60,RL,105,17770,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,2Story,5,4,1920,1996,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,356,TA,Fa,CBlock,Gd,TA,No,BLQ,300,Unf,0,450,750,GasA,Fa,Y,SBrkr,1740,1230,0,2970,0,0,3,0,4,1,TA,11,Mod,1,Gd,Attchd,1946,Unf,2,638,TA,TA,Y,128,570,0,0,0,0,,,Shed,500,5,2007,WD ,Normal,186000
248,20,RL,,10370,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1967,1967,Gable,CompShg,BrkFace,Wd Sdng,,0,TA,TA,CBlock,TA,TA,No,Rec,290,LwQ,690,540,1520,GasA,TA,Y,SBrkr,1500,0,0,1500,0,0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,1967,Unf,2,457,TA,TA,Y,0,0,0,0,197,0,,,,0,9,2009,WD ,Normal,190000
249,20,RL,,14290,Pave,,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,7,1960,1975,Flat,CompShg,BrkFace,Plywood,,0,TA,TA,CBlock,Gd,TA,Gd,BLQ,470,ALQ,1160,120,1750,GasA,Gd,Y,SBrkr,1410,0,0,1410,1,0,1,0,1,1,TA,4,Typ,1,Gd,Attchd,1960,RFn,2,564,TA,TA,Y,409,0,0,0,0,0,,,,0,3,2008,WD ,Normal,269000
250,60,RL,98,11670,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1.5Fin,9,5,1993,1994,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,568,Gd,TA,PConc,Gd,TA,Gd,BLQ,570,Unf,0,1420,1990,GasA,Ex,Y,SBrkr,2020,1090,0,3110,1,0,2,1,4,1,Gd,10,Typ,1,Ex,Attchd,1993,Fin,2,636,TA,TA,Y,294,49,0,0,0,0,,,,0,6,2008,WD ,Normal,415000
251,20,RL,102,14310,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,,285,Ex,TA,PConc,Ex,TA,No,GLQ,1230,Unf,0,690,1920,GasA,Ex,Y,SBrkr,2000,0,0,2000,1,0,2,0,3,1,Ex,7,Typ,1,Gd,Attchd,2008,Fin,3,850,TA,TA,Y,200,26,0,0,0,0,,,,0,3,2009,WD ,Normal,363000
252,120,RL,42,5370,Pave,,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,,0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,1370,1370,GasA,Ex,Y,SBrkr,1440,0,0,1440,0,0,2,0,2,1,Gd,5,Typ,0,,Attchd,1992,RFn,2,506,TA,TA,Y,0,82,0,0,144,0,,,,0,8,2008,WD ,Normal,210000
253,20,RL,111,16170,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,724,Gd,TA,PConc,Ex,TA,No,GLQ,2100,Unf,0,530,2630,GasA,Ex,Y,SBrkr,2690,0,0,2690,2,0,2,0,3,1,Ex,10,Typ,1,Gd,Attchd,2003,Fin,3,886,TA,TA,Y,0,116,0,0,0,0,,MnPrv,,0,7,2009,WD ,Normal,492000
254,20,RL,,12000,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1960,2000,Gable,CompShg,Wd Sdng,Wd Sdng,,0,TA,TA,CBlock,TA,TA,No,BLQ,580,Unf,0,640,1220,GasA,Ex,Y,SBrkr,1260,0,0,1260,1,0,1,0,3,1,Gd,6,Typ,0,,Attchd,1960,RFn,1,264,TA,TA,Y,290,0,0,0,0,0,,MnPrv,,0,8,2008,WD ,Normal,181000
255,120,RM,32,4760,Pave,,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1997,1997,Hip,CompShg,VinylSd,VinylSd,BrkFace,197,TA,TA,PConc,Ex,TA,No,GLQ,930,Unf,0,360,1290,GasA,Ex,Y,SBrkr,1340,0,0,1340,1,0,2,0,2,1,TA,4,Typ,0,,Attchd,1997,RFn,2,392,TA,TA,Y,0,122,0,0,0,0,,,,0,4,2008,WD ,Normal,189000
256,120,RL,46,4320,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,TwnhsE,1Story,7,6,1986,1986,Gable,CompShg,VinylSd,VinylSd,BrkFace,340,Gd,TA,CBlock,Gd,TA,Av,GLQ,960,Unf,0,430,1390,GasA,Gd,Y,SBrkr,1670,0,0,1670,1,0,2,0,2,1,Gd,6,Typ,1,TA,Attchd,1986,Fin,2,512,TA,TA,Y,240,0,0,0,0,0,,,,0,7,2008,WD ,Normal,275000
257,50,RL,68,18130,Pave,,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Feedr,Norm,1Fam,1.5Fin,4,4,1959,1959,Gable,CompShg,WdShing,Plywood,,0,TA,TA,CBlock,,,,,0,,0,0,0,GasA,TA,Y,SBrkr,1270,570,0,1840,0,0,2,0,4,1,TA,7,Min2,1,Gd,Detchd,1991,Fin,2,680,TA,TA,N,0,59,0,0,0,0,,,,0,7,2008,WD ,Normal,161000
258,120,RL,59,6850,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,BrkFace,500,Ex,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1550,1550,GasA,Ex,Y,SBrkr,1620,0,0,1620,0,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2008,RFn,2,539,TA,TA,Y,192,42,0,0,0,0,,,,0,4,2009,WD ,Normal,283000
259,20,RL,49,7760,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2008,2009,Gable,CompShg,VinylSd,VinylSd,BrkFace,140,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1550,1550,GasA,Ex,Y,SBrkr,1620,0,0,1620,0,0,2,0,2,1,Gd,6,Typ,0,,Attchd,2008,RFn,3,788,TA,TA,Y,0,93,0,0,0,0,,,,0,2,2009,New,Partial,257000
260,160,RL,42,2400,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,Wd Shng,Stone,106,Gd,TA,PConc,Gd,TA,No,GLQ,620,Unf,0,230,850,GasA,Ex,Y,SBrkr,880,990,0,1870,0,0,2,0,2,1,Gd,6,Typ,0,,BuiltIn,2003,RFn,2,474,TA,TA,Y,0,27,0,0,0,0,,,,0,7,2009,WD ,Normal,202000
261,90,RL,61,13660,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,Duplex,SFoyer,4,4,1969,1969,Gable,CompShg,Plywood,Plywood,,0,TA,TA,CBlock,Gd,TA,Av,GLQ,1290,Unf,0,0,1290,GasA,TA,Y,SBrkr,1410,0,0,1410,2,0,0,2,0,2,TA,6,Typ,0,,CarPort,1969,Unf,2,400,Fa,TA,Y,120,0,0,0,0,0,,,,0,1,2008,WD ,Alloca,134000
262,60,RL,73,8260,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,172,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,960,960,GasA,Ex,Y,SBrkr,1020,920,0,1940,0,0,2,1,3,1,Gd,8,Typ,0,,Attchd,2005,Fin,2,462,TA,TA,Y,144,101,0,0,0,0,,,,0,4,2006,WD ,Normal,214000
263,190,RM,68,12100,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,4,6,1910,1996,Gable,CompShg,Wd Sdng,Wd Sdng,,0,TA,TA,Stone,TA,TA,No,Unf,0,Unf,0,890,890,GasA,Gd,Y,FuseA,950,770,180,1900,0,0,2,0,3,2,TA,9,Typ,0,,,,,0,0,,,N,0,172,109,0,0,0,,,,0,6,2008,WD ,Normal,144000
264,60,RL,,18090,Pave,,IR1,Low,AllPub,CulDSac,Mod,ClearCr,Norm,Norm,1Fam,2Story,6,5,1978,1992,Gable,CompShg,VinylSd,VinylSd,BrkFace,288,TA,TA,PConc,Gd,TA,Av,ALQ,1040,Unf,0,180,1220,GasA,Ex,Y,SBrkr,1260,990,0,2250,1,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1978,Fin,2,522,TA,TA,Y,336,104,0,0,0,0,,,,0,5,2010,WD ,Normal,263000
265,60,RL,71,10380,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,5,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,,0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,430,430,GasA,Gd,Y,SBrkr,860,820,0,1680,0,0,2,1,3,1,TA,7,Typ,0,,BuiltIn,2007,Fin,2,400,TA,TA,Y,100,0,0,0,0,0,,,,0,4,2010,WD ,Normal,204000
266,20,RM,98,12710,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,1948,2005,Gable,CompShg,MetalSd,MetalSd,,0,TA,TA,CBlock,TA,TA,No,GLQ,170,ALQ,660,200,1030,GasA,Ex,Y,SBrkr,1270,0,0,1270,1,0,1,0,2,1,Gd,6,Typ,0,,Attchd,1948,Unf,2,528,TA,TA,Y,0,36,0,0,0,0,,GdWo,,0,5,2008,WD ,Normal,175000
